0,1,2
above,needs.,0.18655286729335785
requirements,processed.,0.18652087450027466
approved,Reporting,0.18644922971725464
responsible,Expiration/mitigation,0.1863914579153061
behalf,fulfill,0.1863234043121338
fulfill,behalf,0.1863233894109726
only,As,0.1862306445837021
or,processed.,0.18610809743404388
installation,change,0.1859629899263382
change,installation,0.185962975025177
document,cycle,0.18594269454479218
cycle,document,0.1859426647424698
only,affected,0.18592186272144318
affected,only,0.18592184782028198
types,Tester,0.18588651716709137
throughout,"tool(s),",0.185846209526062
request,Agenda,0.1857573240995407
ChM,any,0.1857263147830963
accurate,first,0.18571233749389648
first,accurate,0.1857123225927353
relevant,"therefore,",0.18569715321063995
an,behalf,0.18539205193519592
behalf,an,0.18539203703403473
on,purpose,0.18533335626125336
purpose,on,0.18533332645893097
annual,"reviews,",0.18530146777629852
must,throughout,0.185270756483078
throughout,must,0.18527072668075562
ensure,Template,0.18526069819927216
purpose,approved,0.18504667282104492
approved,purpose,0.18504662811756134
goal,Agenda,0.1849692165851593
as,recommend,0.18487367033958435
recommend,as,0.18487364053726196
the,approved),0.18474294245243073
purpose,ChM,0.18473273515701294
ChM,purpose,0.18473272025585175
action,Advisory,0.18438829481601715
policies,Tester,0.1843625009059906
notified,Tester,0.18434099853038788
this,control.,0.1843286007642746
proposed,(Change,0.18430639803409576
risk,first,0.18426565825939178
first,risk,0.1842656135559082
to,Director,0.18417274951934814
types,"changes,",0.18397021293640137
initial,Program,0.1838911473751068
changes,a,0.18377596139907837
a,changes,0.18377594649791718
risk,(Approved/NIH,0.1837625652551651
The,basis),0.18363621830940247
approved,an,0.18361203372478485
an,approved,0.18361201882362366
through,Changes/Hardware,0.18344931304454803
notified,needs.,0.1833987981081009
the,approved,0.18322892487049103
approved,the,0.18322890996932983
risk,details,0.1830742359161377
details,risk,0.1830742210149765
must,Baseline,0.1830596923828125
they,be,0.18271251022815704
and,can,0.1825478971004486
performing,will,0.18238629400730133
as,cycle,0.1823308914899826
cycle,as,0.1823308765888214
on,accurate,0.18215523660182953
accurate,on,0.18215523660182953
document,are,0.18199487030506134
implements,perpetual,0.18198560178279877
perpetual,implements,0.18198560178279877
throughout,assessment,0.18194915354251862
assessment,throughout,0.18194915354251862
initial,Example,0.18183815479278564
on,relevant,0.18182873725891113
relevant,on,0.18182873725891113
assets,Strategy,0.1818126142024994
with,through,0.18163594603538513
through,with,0.18163593113422394
action,basis),0.18163266777992249
the,valid,0.18162848055362701
valid,the,0.18162846565246582
this,types,0.18158887326717377
types,this,0.18158882856369019
installation,each,0.18145015835762024
each,installation,0.18145012855529785
they,Changes/Hardware,0.18126274645328522
change,Stakeholders.,0.18095658719539642
implements,Strategy,0.18091610074043274
each,Changes),0.18090598285198212
affected,are,0.1807928830385208
insure,Reporting,0.1807205080986023
action,stored,0.18071848154067993
stored,action,0.18071848154067993
change,policies,0.18071404099464417
policies,change,0.18071402609348297
The,Change,0.18047527968883514
OD,version,0.18010184168815613
version,OD,0.18010181188583374
first,These,0.18007265031337738
overall,Sample,0.17985975742340088
types,(Change,0.17954447865486145
audits,of,0.17947471141815186
date,participants,0.1794019490480423
participants,date,0.1794019490480423
procedural,document,0.1793094277381897
document,procedural,0.1793094277381897
CAT,processed.,0.1792743057012558
requests,orderly/timely,0.17926688492298126
and,for,0.17909878492355347
request,Approved/Suspended/Cancelled/Superseded),0.17893710732460022
which,Strategy,0.17847569286823273
ensure,"stakeholders,",0.17841611802577972
with,approved,0.17838115990161896
approved,with,0.17838114500045776
necessary,version,0.17837828397750854
version,necessary,0.17837823927402496
assessment,II,0.17827782034873962
audits,CAT,0.1781165897846222
CAT,audits,0.1781165897846222
assessment,(Change,0.17807945609092712
applied,Cyber,0.17797721922397614
affected,3,0.17791609466075897
attributes,II,0.17775343358516693
attributes,how,0.17761020362377167
NIH,Modernization,0.1775461733341217
cycle,initial,0.17747889459133148
initial,cycle,0.1774788796901703
or,Assessment,0.17742541432380676
NIH,basis),0.177321657538414
previewing,can,0.17730548977851868
the,evaluation,0.17709125578403473
evaluation,the,0.17709121108055115
request,control.,0.1770283728837967
procedural,for,0.17694781720638275
The,Director,0.1768503487110138
implements,Requests,0.17683495581150055
performed,attributes,0.17681412398815155
attributes,performed,0.17681412398815155
all,assessment,0.1767864227294922
assessment,all,0.176786407828331
only,Baseline,0.17670013010501862
purpose,accordance,0.1766776591539383
accordance,purpose,0.1766776293516159
valid,will,0.17637695372104645
NIH,Process,0.17635732889175415
action,OD’s,0.17635564506053925
purpose,Advisory,0.17609903216362
requirements,Modernization,0.1760704070329666
accurate,Example,0.1760590821504593
document,Template,0.17595984041690826
first,perpetual,0.17592716217041016
perpetual,first,0.17592716217041016
goal,"therefore,",0.17584630846977234
attributes,(Approved/NIH,0.1757100522518158
ensuring,change(s).,0.1755213737487793
or,which,0.17549476027488708
which,or,0.17549476027488708
insure,(Required,0.17541635036468506
maintained,annual,0.17538444697856903
annual,maintained,0.17538444697856903
affected,2:,0.17536966502666473
to,can,0.1753021627664566
changes,Request,0.17525607347488403
or,this,0.1752551794052124
this,or,0.1752551645040512
through,needs.,0.1751481145620346
applied,orderly/timely,0.17499905824661255
CAT,that:,0.1749313622713089
The,II,0.17480547726154327
attributes,other,0.17472772300243378
requirements,"IAVA,",0.17466497421264648
approved,formally,0.17461024224758148
formally,approved,0.1746102273464203
the,processed.,0.1745232790708542
evaluation,Team,0.17446675896644592
formally,behalf,0.1744140237569809
behalf,formally,0.1744139939546585
date,change(s).,0.17429795861244202
CAT,any,0.17429685592651367
change,required,0.17424573004245758
required,change,0.1742457151412964
ChM,Modernization,0.1740947812795639
ensure,vote,0.1740926057100296
necessary,(Approved/NIH,0.17389942705631256
implements,applied,0.1738947480916977
applied,implements,0.1738947480916977
The,Testing,0.17374920845031738
RFC,attributes,0.1737048178911209
attributes,RFC,0.1737048178911209
action,affected,0.1736689656972885
affected,action,0.17366893589496613
an,approved),0.1735386997461319
applied,necessary,0.173493891954422
necessary,applied,0.173493891954422
to,other,0.17343226075172424
ChM,installation,0.17342501878738403
installation,ChM,0.17342500388622284
document,(Software,0.17342063784599304
entails,Document,0.17335470020771027
The,maintained,0.1731436550617218
maintained,The,0.1731436401605606
recommend,inform,0.17311927676200867
inform,recommend,0.17311926186084747
annual,Change,0.17303641140460968
annual,4:,0.1729075014591217
policies,"presents,",0.1728784143924713
an,III,0.17283549904823303
procedural,required,0.17270150780677795
required,procedural,0.17270149290561676
accordance,Assessment,0.17267824709415436
to,"fashion,",0.17235009372234344
NIH,Change,0.17234480381011963
OD,The,0.17179909348487854
The,OD,0.17179907858371735
the,purpose,0.17157313227653503
purpose,the,0.17157313227653503
accurate,purpose,0.17152531445026398
purpose,accurate,0.17152529954910278
CAT,overall,0.1714491993188858
overall,CAT,0.1714491993188858
accordance,procedural,0.17134402692317963
procedural,accordance,0.17134402692317963
goal,annual,0.1710783988237381
annual,goal,0.1710783839225769
appropriate,Program,0.17100150883197784
version,orderly/timely,0.17083321511745453
ChM,"reviews,",0.1705116629600525
proposed,orderly/timely,0.17046406865119934
assessment,proposed,0.1704326719045639
proposed,assessment,0.1704326570034027
manner,vote,0.17037858068943024
an,procedural,0.17013932764530182
procedural,an,0.17013931274414062
accordance,basis),0.17011600732803345
goal,Requests,0.1701132208108902
participants,about,0.17010003328323364
about,participants,0.17010003328323364
inform,IAVA,0.16996408998966217
types,-,0.16992132365703583
NIH,processed.,0.16985557973384857
first,NIH,0.16980019211769104
NIH,first,0.16980014741420746
assets,-,0.16979947686195374
annual,vote,0.1697796732187271
first,requirements,0.16972716152668
requirements,first,0.16972716152668
inform,Testing,0.169716015458107
communicates,Include,0.16971004009246826
CAB,(Approved/NIH,0.1696949154138565
responsible,Changes/Hardware,0.16964182257652283
overall,that:,0.1695043295621872
this,Modernization,0.16936436295509338
to,Testing,0.1692967563867569
formally,As,0.16921468079090118
they,Section,0.1689182072877884
perpetual,ensure,0.16880114376544952
ensure,perpetual,0.16880112886428833
CAB,Testing,0.1686277538537979
notified,(Software,0.16855542361736298
entails,Matrix,0.16853338479995728
is,(Approved/NIH,0.16849291324615479
to,Agenda,0.16845184564590454
audits,be,0.1684456616640091
accurate,Statistical,0.16842873394489288
notified,approved),0.16840216517448425
accurate,policies,0.16838616132736206
policies,accurate,0.16838614642620087
changes,that:,0.16831211745738983
performing,Reports,0.16826093196868896
participants,other,0.1681969165802002
is,any,0.1681796908378601
only,vote,0.1681438386440277
version,Assessment,0.16792896389961243
inform,-,0.16774486005306244
insure,needs.,0.16769592463970184
stored,Team,0.16765111684799194
required,of,0.16756592690944672
with,Section,0.16754929721355438
purpose,performing,0.16751757264137268
performing,purpose,0.1675175577402115
affected,behalf,0.16747097671031952
behalf,affected,0.16747094690799713
each,"reviews,",0.16742192208766937
an,responsible,0.16728954017162323
responsible,an,0.16728952527046204
that,about,0.16709408164024353
about,that,0.16709406673908234
approved,3,0.16684848070144653
required,processed.,0.1668061465024948
valid,Office,0.16678905487060547
RFC,about,0.16674473881721497
about,RFC,0.16674470901489258
about,"fashion,",0.16673967242240906
overall,Process,0.16657060384750366
first,Reporting,0.16656865179538727
date,Matrix,0.166227787733078
throughout,required,0.16609887778759003
required,throughout,0.16609887778759003
above,necessary,0.16608232259750366
necessary,above,0.16608232259750366
insure,perpetual,0.16586841642856598
perpetual,insure,0.16586840152740479
request,implements,0.16584184765815735
implements,request,0.16584183275699615
all,of,0.16574716567993164
or,Expiration/mitigation,0.16570325195789337
and,procedural,0.16555844247341156
procedural,and,0.16555842757225037
applied,purpose,0.1655462086200714
purpose,applied,0.1655462086200714
this,first,0.16552822291851044
first,this,0.16552822291851044
throughout,annual,0.16546538472175598
annual,throughout,0.1654653698205948
ensure,Stakeholders,0.1654501110315323
performed,insure,0.16538454592227936
insure,performed,0.16538454592227936
action,"tool(s),",0.1653357595205307
perpetual,"changes,",0.16528654098510742
maintained,an,0.16525746881961823
an,maintained,0.16525743901729584
and,"therefore,",0.16517825424671173
requirements,only,0.16502109169960022
only,requirements,0.16502109169960022
is,the,0.16494865715503693
the,is,0.16494864225387573
date,OD’s,0.16492943465709686
only,needs.,0.16478559374809265
responsible,Assessment,0.16476821899414062
above,change(s).,0.1647627204656601
perpetual,(Change,0.16463859379291534
on,IAVA,0.1645275205373764
than,"presents,",0.16451412439346313
applied,Advisory,0.16447654366493225
OD,basis),0.1644246131181717
procedural,manner,0.16430088877677917
manner,procedural,0.16430088877677917
only,Changes/Hardware,0.1642332226037979
The,RACI,0.16412775218486786
ChM,requirements,0.1640935242176056
requirements,ChM,0.1640934944152832
action,"I,",0.16405217349529266
ensure,"presents,",0.16401571035385132
NIH,As,0.16387136280536652
requirements,(ChM),0.16374382376670837
change,approved),0.16369228065013885
ensure,Modernization,0.1636742651462555
all,approved),0.16342905163764954
behalf,evaluation,0.16320258378982544
evaluation,behalf,0.16320258378982544
in,for,0.16301970183849335
only,2:,0.16298145055770874
date,performing,0.16290561854839325
performing,date,0.16290558874607086
implements,with,0.16283291578292847
with,implements,0.16283288598060608
as,affected,0.1626744568347931
affected,as,0.1626744419336319
requirements,Reporting,0.16266518831253052
ensuring,well,0.16265428066253662
required,Assessment,0.16251319646835327
fulfill,throughout,0.16229604184627533
throughout,fulfill,0.16229601204395294
each,Statistical,0.16224603354930878
relevant,control.,0.16221146285533905
the,for,0.16212379932403564
document,-,0.16201137006282806
changes,be,0.16197603940963745
change,Strategy,0.16189923882484436
and,View,0.16189756989479065
